date,hospital_id,Hospital name,Location,total_number_of_beds,total_admissions,baseline_admissions,surge_multiplier,is_surge,surge_severity,surge_reasons,respiratory_admissions,waterborne_admissions,heat_related_admissions,trauma_admissions,other_admissions,avg_aqi,temperature_c,rainfall_mm,active_events
2022-02-06,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,51,51,1.0,False,None,None,7,5,2,10,27,195,27.6,0.0,None
2022-02-07,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,67,56,1.2,True,Minor,Poor AQI,19,5,2,11,30,210,26.2,0.0,None
2022-02-08,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,90,75,1.2,True,Minor,Poor AQI,26,7,3,15,39,233,25.7,0.0,None
2022-02-09,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,85,71,1.2,True,Minor,Poor AQI,24,7,3,14,37,255,26.5,0.0,None
2022-02-10,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,60,50,1.2,True,Minor,Poor AQI,17,5,2,10,26,268,30.4,0.0,None
2022-02-11,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,63,53,1.2,True,Minor,Poor AQI,18,5,2,10,28,245,32.3,0.0,None
2022-02-12,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,66,55,1.2,True,Minor,Poor AQI,19,5,2,11,29,220,30.9,0.0,None
2022-02-13,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,46,46,1.0,False,None,None,6,4,2,9,25,200,30.4,0.0,None
2022-02-14,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,61,61,1.0,False,None,None,9,6,3,12,31,185,29.2,0.0,None
2022-02-15,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,60,60,1.0,False,None,None,9,6,3,12,30,192,27.4,0.0,None
2022-02-16,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,63,53,1.2,True,Minor,Poor AQI,18,5,2,10,28,208,26.6,0.0,None
2022-02-17,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,76,64,1.2,True,Minor,Poor AQI,22,6,3,12,33,219,27.0,0.0,None
2022-02-18,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,78,65,1.2,True,Minor,Poor AQI,22,6,3,13,34,230,28.3,0.0,None
2022-02-19,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,60,50,1.2,True,Minor,Poor AQI,17,5,2,10,26,242,29.8,0.0,None
2022-02-20,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,49,41,1.2,True,Minor,Poor AQI,14,4,2,8,21,250,31.1,0.0,None
2022-02-21,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,68,57,1.2,True,Minor,Poor AQI,19,5,2,11,31,225,31.4,0.0,None
2022-02-22,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,86,72,1.2,True,Minor,Poor AQI,25,7,3,14,37,210,30.5,0.0,None
2022-02-23,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,90,75,1.2,True,Minor,Poor AQI,26,7,3,15,39,205,30.0,0.0,None
2022-02-24,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,68,68,1.0,False,None,None,10,6,3,13,36,198,30.4,0.0,None
2022-02-25,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,65,65,1.0,False,None,None,9,6,3,13,34,189,30.8,0.0,None
2022-02-26,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,56,47,1.2,True,Minor,Poor AQI,16,4,2,9,25,201,30.6,0.0,None
2022-02-27,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,66,55,1.2,True,Minor,Poor AQI,19,5,2,11,29,215,31.2,0.0,None
2022-02-28,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,69,58,1.2,True,Minor,Poor AQI,20,5,2,11,31,228,32.5,0.0,None
2022-03-01,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,61,61,1.0,False,None,None,9,6,3,12,31,178,32.6,0.0,None
2022-03-02,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,55,55,1.0,False,None,None,8,5,2,11,29,169,34.6,0.0,None
2022-03-03,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,48,48,1.0,False,None,None,6,4,8,8,22,185,35.5,0.0,None
2022-03-04,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,53,53,1.0,False,None,None,7,5,2,10,29,175,34.6,0.0,None
2022-03-05,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,37,37,1.0,False,None,None,5,3,1,7,21,160,34.4,0.0,None
2022-03-06,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,44,44,1.0,False,None,None,6,4,2,8,24,155,34.3,0.0,None
2022-03-07,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,64,64,1.0,False,None,None,9,6,3,12,34,172,32.3,0.0,None
2022-03-08,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,67,56,1.2,True,Minor,Heatwave,8,5,11,11,32,190,36.1,0.0,None
2022-03-09,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,57,57,1.0,False,None,None,8,5,2,11,31,168,34.2,0.1,None
2022-03-10,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,55,55,1.0,False,None,None,8,5,2,11,29,158,33.9,0.0,None
2022-03-11,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,56,56,1.0,False,None,None,8,5,2,11,30,145,33.4,0.0,None
2022-03-12,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,60,50,1.2,True,Minor,Heatwave,7,5,10,10,28,152,36.4,0.0,None
2022-03-13,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,55,46,1.2,True,Minor,Heatwave,7,4,9,9,26,148,36.4,0.0,None
2022-03-14,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,69,58,1.2,True,Minor,Heatwave,9,6,12,12,30,161,36.1,0.0,None
2022-03-15,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,75,63,1.2,True,Minor,Heatwave,9,6,13,13,34,139,36.1,0.0,None
2022-03-16,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,61,61,1.0,False,None,None,7,5,10,10,29,135,35.5,0.0,None
2022-03-17,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,78,65,1.2,True,Minor,Event: Holi,9,6,12,21,30,142,35.6,0.0,Holi
2022-03-18,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,67,56,1.2,True,Minor,Event: Holi,8,5,2,20,32,129,34.9,0.0,Holi
2022-03-19,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,36,36,1.0,False,None,None,5,3,1,7,20,150,32.1,0.0,None
2022-03-20,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,38,38,1.0,False,None,None,5,3,1,7,22,144,30.3,0.0,None
2022-03-21,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,53,53,1.0,False,None,None,7,5,2,10,29,133,30.6,0.0,None
2022-03-22,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,53,53,1.0,False,None,None,7,5,2,10,29,125,34.4,0.0,None
2022-03-23,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,66,55,1.2,True,Minor,Heatwave,8,5,11,11,31,118,38.1,0.0,None
2022-03-24,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,45,45,1.0,False,None,None,6,4,2,9,24,130,33.8,0.0,None
2022-03-25,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,61,61,1.0,False,None,None,9,6,3,12,31,140,32.2,0.0,None
2022-03-26,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,47,47,1.0,False,None,None,7,4,2,9,25,122,32.5,0.0,None
2022-03-27,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,45,45,1.0,False,None,None,6,4,2,9,24,115,32.4,0.0,None
2022-03-28,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,61,61,1.0,False,None,None,9,6,3,12,31,109,32.4,0.0,None
2022-03-29,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,58,58,1.0,False,None,None,8,5,2,11,32,128,33.6,0.0,None
2022-03-30,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,64,64,1.0,False,None,None,9,6,3,12,34,134,33.9,0.0,None
2022-03-31,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,52,52,1.0,False,None,None,7,5,2,10,28,119,32.0,0.0,None
2022-04-01,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,50,50,1.0,False,None,None,7,5,2,10,26,135,33.1,0.0,None
2022-04-02,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,52,52,1.0,False,None,None,7,5,2,10,28,140,31.1,0.0,None
2022-04-03,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,49,49,1.0,False,None,None,7,4,2,9,27,142,31.7,0.0,None
2022-04-04,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,67,67,1.0,False,None,None,10,6,3,13,35,138,32.2,0.0,None
2022-04-05,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,52,52,1.0,False,None,None,7,5,2,10,28,133,32.3,0.0,None
2022-04-06,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,68,68,1.0,False,None,None,10,6,3,13,36,129,32.1,0.0,None
2022-04-07,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,65,65,1.0,False,None,None,9,6,3,13,34,131,32.7,0.0,None
2022-04-08,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,58,58,1.0,False,None,None,8,5,2,11,32,125,33.5,0.0,None
2022-04-09,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,38,38,1.0,False,None,None,5,3,1,7,22,118,32.2,0.0,None
2022-04-10,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,51,51,1.0,False,None,None,7,5,2,10,27,115,32.7,0.0,None
2022-04-11,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,66,66,1.0,False,None,None,9,6,3,13,35,110,32.6,0.0,None
2022-04-12,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,51,51,1.0,False,None,None,7,5,2,10,27,105,33.7,0.0,None
2022-04-13,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,53,53,1.0,False,None,None,7,5,2,10,29,112,35.0,0.0,None
2022-04-14,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,47,47,1.0,False,None,None,7,4,2,9,25,119,32.2,0.0,None
2022-04-15,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,65,65,1.0,False,None,None,9,6,3,13,34,128,32.2,0.0,None
2022-04-16,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,41,41,1.0,False,None,None,6,4,2,8,21,134,31.7,0.0,None
2022-04-17,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,56,56,1.0,False,None,None,8,5,2,11,30,139,32.1,0.0,None
2022-04-18,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,48,48,1.0,False,None,None,7,4,2,9,26,145,31.6,0.0,None
2022-04-19,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,53,53,1.0,False,None,None,7,5,2,10,29,152,32.3,0.0,None
2022-04-20,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,55,55,1.0,False,None,None,8,5,2,11,29,148,33.0,0.0,None
2022-04-21,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,64,54,1.2,True,Minor,Heatwave,8,5,11,11,29,141,38.5,0.0,None
2022-04-22,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,58,49,1.2,True,Minor,Heatwave,7,5,10,10,26,137,36.5,0.0,None
2022-04-23,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,52,44,1.2,True,Minor,Heatwave,6,4,9,9,24,130,37.2,0.0,None
2022-04-24,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,47,47,1.0,False,None,None,7,4,2,9,25,122,34.0,0.0,None
2022-04-25,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,75,63,1.2,True,Minor,Heatwave,9,6,13,13,34,126,36.6,0.0,None
2022-04-26,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,69,69,1.0,False,None,None,10,6,3,13,37,129,34.0,0.0,None
2022-04-27,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,64,64,1.0,False,None,None,8,5,11,11,29,132,35.5,0.0,None
2022-04-28,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,79,66,1.2,True,Minor,Heatwave,10,6,13,13,37,136,36.3,0.0,None
2022-04-29,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,49,49,1.0,False,None,None,7,4,2,9,27,143,33.4,0.0,None
2022-04-30,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,42,42,1.0,False,None,None,6,4,2,8,22,147,33.2,0.0,None
2022-05-01,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,48,48,1.0,False,None,None,7,4,2,9,26,138,33.1,0.0,None
2022-05-02,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,64,64,1.0,False,None,None,9,6,3,12,34,142,32.7,0.0,None
2022-05-03,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,49,49,1.0,False,None,None,7,4,2,9,27,135,33.0,0.0,None
2022-05-04,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,50,50,1.0,False,None,None,7,5,2,10,26,129,32.8,0.0,None
2022-05-05,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,59,59,1.0,False,None,None,8,5,2,11,33,124,33.2,0.0,None
2022-05-06,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,57,57,1.0,False,None,None,8,5,2,11,31,131,32.9,0.1,None
2022-05-07,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,52,52,1.0,False,None,None,7,5,2,10,28,137,33.2,0.0,None
2022-05-08,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,38,38,1.0,False,None,None,5,3,1,7,22,140,33.3,0.0,None
2022-05-09,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,49,49,1.0,False,None,None,7,4,2,9,27,145,32.7,0.0,None
2022-05-10,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,66,66,1.0,False,None,None,9,6,3,13,35,141,32.8,0.0,None
2022-05-11,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,52,52,1.0,False,None,None,7,5,2,10,28,136,32.6,0.0,None
2022-05-12,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,63,63,1.0,False,None,None,9,6,3,12,33,128,32.7,0.0,None
2022-05-13,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,50,50,1.0,False,None,None,7,5,2,10,26,120,32.2,0.0,None
2022-05-14,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,40,40,1.0,False,None,None,6,4,2,8,20,115,32.5,0.0,None
2022-05-15,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,41,41,1.0,False,None,None,6,4,2,8,21,119,33.0,0.0,None
2022-05-16,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,63,63,1.0,False,None,None,9,6,3,12,33,125,32.8,0.0,None
2022-05-17,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,49,49,1.0,False,None,None,7,4,2,9,27,133,33.0,0.0,None
2022-05-18,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,52,52,1.0,False,None,None,7,5,2,10,28,139,32.4,0.0,None
2022-05-19,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,67,67,1.0,False,None,None,10,6,3,13,35,144,32.3,0.0,None
2022-05-20,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,47,47,1.0,False,None,None,7,4,2,9,25,148,32.2,0.1,None
2022-05-21,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,44,44,1.0,False,None,None,6,4,2,8,24,140,32.6,0.1,None
2022-05-22,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,46,46,1.0,False,None,None,6,4,2,9,25,135,32.6,1.0,None
2022-05-23,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,58,58,1.0,False,None,None,8,5,2,11,32,129,32.9,2.7,None
2022-05-24,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,51,51,1.0,False,None,None,7,5,2,10,27,122,32.7,0.4,None
2022-05-25,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,60,60,1.0,False,None,None,9,6,3,12,30,118,32.5,0.6,None
2022-05-26,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,68,68,1.0,False,None,None,10,6,3,13,36,112,32.9,0.0,None
2022-05-27,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,54,54,1.0,False,None,None,8,5,2,10,29,105,33.4,0.0,None
2022-05-28,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,41,41,1.0,False,None,None,6,4,2,8,21,110,33.1,0.0,None
2022-05-29,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,52,52,1.0,False,None,None,7,5,2,10,28,116,33.2,0.1,None
2022-05-30,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,47,47,1.0,False,None,None,7,4,2,9,25,123,32.7,0.1,None
2022-05-31,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,58,58,1.0,False,None,None,8,5,2,11,32,129,33.0,0.0,None
2022-06-01,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,63,63,1.0,False,None,None,9,6,3,12,33,92,32.4,0.0,None
2022-06-02,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,53,53,1.0,False,None,None,7,5,2,10,29,85,32.3,0.0,None
2022-06-03,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,56,56,1.0,False,None,None,8,5,2,11,30,78,31.9,0.0,None
2022-06-04,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,41,41,1.0,False,None,None,6,4,2,8,21,80,32.5,0.0,None
2022-06-05,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,48,48,1.0,False,None,None,7,4,2,9,26,75,32.5,0.0,None
2022-06-06,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,52,52,1.0,False,None,None,7,5,2,10,28,68,32.2,0.0,None
2022-06-07,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,58,58,1.0,False,None,None,8,5,2,11,32,62,32.8,1.0,None
2022-06-08,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,57,57,1.0,False,None,None,8,5,2,11,31,70,31.9,2.5,None
2022-06-09,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,57,57,1.0,False,None,None,8,5,2,11,31,65,31.2,7.3,None
2022-06-10,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,55,55,1.0,False,None,None,8,5,2,11,29,59,30.9,13.8,None
2022-06-11,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,41,41,1.0,False,None,None,5,10,1,6,19,55,29.9,25.2,None
2022-06-12,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,42,42,1.0,False,None,None,6,4,2,8,22,50,28.5,15.9,None
2022-06-13,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,66,66,1.0,False,None,None,9,6,3,13,35,61,29.7,8.0,None
2022-06-14,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,64,64,1.0,False,None,None,9,6,3,12,34,58,30.6,2.5,None
2022-06-15,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,51,51,1.0,False,None,None,7,5,2,10,27,54,30.2,6.1,None
2022-06-16,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,54,54,1.0,False,None,None,8,5,2,10,29,63,30.2,5.1,None
2022-06-17,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,60,60,1.0,False,None,None,9,6,3,12,30,67,29.9,3.0,None
2022-06-18,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,46,46,1.0,False,None,None,6,4,2,9,25,72,29.9,6.6,None
2022-06-19,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,49,49,1.0,False,None,None,6,12,2,8,21,70,28.5,36.7,None
2022-06-20,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,84,65,1.3,True,Moderate,Heavy Rainfall,10,21,3,14,36,65,26.8,54.8,None
2022-06-21,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,61,61,1.0,False,None,None,7,15,2,10,27,52,28.0,23.0,None
2022-06-22,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,68,68,1.0,False,None,None,8,17,2,11,30,56,29.3,26.9,None
2022-06-23,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,54,54,1.0,False,None,None,6,13,2,9,24,51,28.8,46.8,None
2022-06-24,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,56,56,1.0,False,None,None,8,5,2,11,30,60,30.0,17.5,None
2022-06-25,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,57,57,1.0,False,None,None,8,5,2,11,31,53,29.4,15.6,None
2022-06-26,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,58,58,1.0,False,None,None,8,5,2,11,32,64,28.1,15.7,None
2022-06-27,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,49,49,1.0,False,None,None,6,12,2,8,21,71,28.4,31.7,None
2022-06-28,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,56,56,1.0,False,None,None,8,5,2,11,30,75,28.2,10.0,None
2022-06-29,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,55,55,1.0,False,None,None,8,5,2,11,29,68,28.5,16.0,None
2022-06-30,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,59,59,1.0,False,None,None,7,14,2,9,27,57,27.9,41.6,None
2022-07-01,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,50,50,1.0,False,None,None,6,12,2,8,22,78,26.5,43.4,None
2022-07-02,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,50,50,1.0,False,None,None,6,12,2,8,22,65,27.6,23.9,None
2022-07-03,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,37,37,1.0,False,None,None,4,9,1,6,17,59,27.4,20.5,None
2022-07-04,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,61,61,1.0,False,None,None,7,15,2,10,27,72,27.1,28.2,None
2022-07-05,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,58,45,1.3,True,Moderate,Heavy Rainfall,7,14,2,9,26,81,26.6,55.5,None
2022-07-06,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,59,59,1.0,False,None,None,7,14,2,9,27,55,26.8,35.6,None
2022-07-07,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,45,45,1.0,False,None,None,5,11,1,7,21,48,27.2,37.2,None
2022-07-08,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,51,51,1.0,False,None,None,6,12,2,8,23,52,28.7,25.0,None
2022-07-09,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,35,35,1.0,False,None,None,4,8,1,5,17,60,27.0,37.8,None
2022-07-10,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,46,36,1.3,True,Moderate,Heavy Rainfall,5,11,1,7,22,68,26.4,52.5,None
2022-07-11,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,58,45,1.3,True,Moderate,Heavy Rainfall,7,14,2,9,26,75,25.7,79.9,None
2022-07-12,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,66,51,1.3,True,Moderate,Heavy Rainfall,8,16,2,11,29,80,26.0,65.0,None
2022-07-13,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,72,56,1.3,True,Moderate,Heavy Rainfall,8,18,3,12,31,77,26.0,68.3,None
2022-07-14,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,84,65,1.3,True,Moderate,Heavy Rainfall,10,21,3,14,36,63,26.1,60.2,None
2022-07-15,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,51,51,1.0,False,None,None,6,12,2,8,23,58,28.2,25.3,None
2022-07-16,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,42,42,1.0,False,None,None,5,10,1,7,19,61,28.1,24.8,None
2022-07-17,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,35,35,1.0,False,None,None,5,3,1,7,19,69,28.9,10.3,None
2022-07-18,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,61,61,1.0,False,None,None,7,15,2,10,27,73,26.3,30.3,None
2022-07-19,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,45,45,1.0,False,None,None,5,11,1,7,21,70,26.6,34.3,None
2022-07-20,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,48,48,1.0,False,None,None,7,4,2,9,26,66,27.8,13.4,None
2022-07-21,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,61,61,1.0,False,None,None,9,6,3,12,31,85,28.0,6.0,None
2022-07-22,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,53,53,1.0,False,None,None,7,5,2,10,29,92,29.0,4.8,None
2022-07-23,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,50,50,1.0,False,None,None,6,12,2,8,22,79,27.0,28.2,None
2022-07-24,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,49,49,1.0,False,None,None,6,12,2,8,21,64,26.5,25.8,None
2022-07-25,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,48,48,1.0,False,None,None,7,4,2,9,26,57,28.1,10.2,None
2022-07-26,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,46,46,1.0,False,None,None,6,4,2,9,25,62,27.5,4.1,None
2022-07-27,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,54,54,1.0,False,None,None,8,5,2,10,29,54,28.4,6.5,None
2022-07-28,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,53,53,1.0,False,None,None,7,5,2,10,29,71,28.9,2.5,None
2022-07-29,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,62,62,1.0,False,None,None,9,6,3,12,32,76,29.4,1.1,None
2022-07-30,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,40,40,1.0,False,None,None,6,4,2,8,20,68,29.3,0.2,None
2022-07-31,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,41,41,1.0,False,None,None,6,4,2,8,21,65,29.1,2.0,None
2022-08-01,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,57,57,1.0,False,None,None,8,5,2,11,31,72,29.1,2.1,None
2022-08-02,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,63,63,1.0,False,None,None,9,6,3,12,33,68,29.3,2.8,None
2022-08-03,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,54,54,1.0,False,None,None,8,5,2,10,29,55,29.0,10.3,None
2022-08-04,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,54,54,1.0,False,None,None,8,5,2,10,29,48,28.6,13.6,None
2022-08-05,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,64,64,1.0,False,None,None,7,16,2,10,29,67,27.2,27.2,None
2022-08-06,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,49,49,1.0,False,None,None,6,12,2,8,21,60,27.7,33.7,None
2022-08-07,JAS_H9,Jaslok Hospital & Research Centre,Tardeo,448,61,47,1.3,True,Moderate,Heavy Rainfall,7,15,2,10,27,65,27.8,56.5,None
